exp,meson,target,bin,observable,Q2,xB,t,phi,value,stat,syst,Ebeam,in_fit,source
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.57,0.174,-1.174,102.782,0.0,0.162,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.55,0.178,-1.255,132.359,0.181,0.342,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.56,0.175,-1.263,164.411,-0.581,0.282,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.47,0.172,-1.283,192.446,0.423,0.493,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.61,0.186,-1.284,228.862,0.474,0.337,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.53,0.172,-1.204,260.489,-0.137,0.146,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.56,0.177,-1.231,287.108,-0.024,0.066,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.55,0.175,-1.307,314.781,0.017,0.067,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M15,A_LU(phi),1.54,0.175,-1.381,342.623,-0.015,0.071,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.69,0.248,-0.148,17.152,0.024,0.054,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.67,0.247,-0.152,44.749,0.075,0.043,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.65,0.241,-0.154,74.07,0.01,0.05,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.65,0.237,-0.153,103.613,0.139,0.052,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.6,0.226,-0.149,133.544,0.021,0.095,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.6,0.221,-0.151,163.058,0.0,0.121,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.6,0.22,-0.148,198.356,-0.154,0.122,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.59,0.222,-0.149,227.747,0.188,0.098,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.64,0.234,-0.152,256.899,-0.025,0.049,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.67,0.242,-0.15,284.252,-0.029,0.051,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.66,0.245,-0.147,315.322,-0.028,0.043,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M16,A_LU(phi),1.68,0.251,-0.152,343.195,-0.073,0.056,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.73,0.262,-0.281,18.482,0.002,0.05,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.68,0.25,-0.298,46.559,0.077,0.029,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.68,0.245,-0.297,72.994,0.046,0.032,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.66,0.236,-0.279,102.713,0.036,0.045,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.66,0.241,-0.277,133.105,-0.062,0.083,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.64,0.243,-0.302,163.827,0.082,0.083,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.64,0.242,-0.284,197.208,0.009,0.106,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.67,0.242,-0.278,225.686,0.146,0.091,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.67,0.236,-0.275,259.38,-0.131,0.044,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.68,0.244,-0.296,284.535,-0.125,0.031,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.68,0.251,-0.295,315.228,-0.068,0.032,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M17,A_LU(phi),1.72,0.263,-0.28,342.385,-0.019,0.046,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.75,0.272,-0.478,20.448,-0.137,0.094,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.7,0.253,-0.492,46.23,0.139,0.035,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.7,0.246,-0.493,71.09,0.096,0.04,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.65,0.229,-0.466,102.089,0.14,0.098,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.67,0.255,-0.485,136.014,0.24,0.15,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.68,0.258,-0.487,165.961,-0.137,0.106,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.68,0.255,-0.486,195.686,-0.106,0.139,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.74,0.262,-0.488,220.393,-0.191,0.171,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.65,0.231,-0.478,262.106,0.106,0.09,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.69,0.243,-0.49,286.095,-0.103,0.039,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.7,0.253,-0.494,314.66,-0.058,0.039,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M18,A_LU(phi),1.76,0.274,-0.485,338.755,-0.017,0.077,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.71,0.26,-0.769,23.901,0.157,0.095,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.69,0.251,-0.782,46.458,0.087,0.033,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.69,0.246,-0.76,70.491,0.053,0.044,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.72,0.251,-0.736,102.278,0.093,0.175,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.72,0.269,-0.783,136.333,0.0,0.15,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.7,0.261,-0.791,166.257,0.146,0.092,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.65,0.258,-0.772,190.655,0.023,0.132,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.76,0.278,-0.837,217.932,-0.179,0.165,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.67,0.246,-0.816,259.691,-0.063,0.087,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.69,0.246,-0.752,287.222,-0.023,0.041,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.7,0.253,-0.772,314.745,-0.123,0.036,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M19,A_LU(phi),1.7,0.262,-0.773,334.651,-0.12,0.105,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.67,0.249,-1.397,17.007,-0.163,0.081,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.7,0.252,-1.261,44.374,0.113,0.044,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.7,0.257,-1.305,73.376,-0.003,0.062,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.67,0.256,-1.434,100.69,0.015,0.102,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.72,0.267,-1.36,137.116,0.037,0.125,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.64,0.246,-1.308,166.465,-0.031,0.106,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.69,0.257,-1.334,193.801,0.192,0.123,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.71,0.263,-1.333,221.348,0.034,0.154,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.69,0.257,-1.388,258.051,0.065,0.066,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.7,0.257,-1.268,284.389,-0.112,0.065,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.7,0.25,-1.268,317.302,-0.067,0.049,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M20,A_LU(phi),1.67,0.25,-1.403,341.825,-0.084,0.073,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.96,0.254,-0.145,17.781,0.046,0.084,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.93,0.248,-0.15,43.754,0.14,0.062,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.92,0.245,-0.158,76.012,0.164,0.063,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.9,0.242,-0.156,104.406,0.09,0.058,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.86,0.234,-0.158,133.549,0.039,0.085,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.82,0.226,-0.16,163.39,-0.007,0.102,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.84,0.228,-0.154,198.411,-0.092,0.086,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.88,0.235,-0.151,226.115,0.014,0.079,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.87,0.236,-0.152,255.668,-0.074,0.054,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.92,0.245,-0.156,284.924,-0.099,0.057,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.93,0.248,-0.149,315.179,-0.123,0.064,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M21,A_LU(phi),1.98,0.257,-0.15,344.58,-0.055,0.089,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),2.05,0.271,-0.278,18.907,0.052,0.092,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.98,0.255,-0.297,47.104,0.093,0.041,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.94,0.249,-0.294,74.3,0.105,0.037,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.92,0.244,-0.293,103.777,0.024,0.038,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.9,0.238,-0.292,132.822,0.109,0.057,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.87,0.232,-0.279,162.489,-0.018,0.075,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.88,0.232,-0.274,195.964,-0.048,0.076,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.9,0.239,-0.279,225.895,-0.107,0.056,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.93,0.246,-0.297,257.365,-0.086,0.037,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.92,0.246,-0.298,283.349,-0.074,0.034,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),1.97,0.255,-0.295,313.507,-0.122,0.043,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M22,A_LU(phi),2.05,0.274,-0.271,343.018,0.033,0.09,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),2.05,0.272,-0.478,25.16,-0.078,0.259,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.97,0.254,-0.492,47.917,0.122,0.045,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.94,0.248,-0.494,74.27,0.06,0.041,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.9,0.239,-0.48,102.658,-0.006,0.052,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.88,0.232,-0.474,132.072,0.075,0.112,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.87,0.234,-0.472,163.604,0.227,0.151,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.89,0.236,-0.497,194.822,-0.238,0.227,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.88,0.231,-0.476,226.811,-0.16,0.114,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.92,0.241,-0.49,259.22,-0.03,0.053,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.94,0.247,-0.493,284.045,-0.055,0.038,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),1.98,0.256,-0.491,312.61,-0.074,0.049,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M23,A_LU(phi),2.06,0.28,-0.469,335.22,0.034,0.243,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.94,0.247,-0.821,26.261,-0.097,0.167,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.96,0.251,-0.779,47.119,0.04,0.04,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.95,0.249,-0.762,72.577,0.026,0.041,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.89,0.234,-0.715,99.799,0.151,0.083,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),2.0,0.26,-0.755,133.082,0.2,0.228,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.99,0.256,-0.717,166.356,-0.065,0.179,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.97,0.259,-0.856,193.772,0.139,0.226,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.93,0.245,-0.732,226.919,0.236,0.214,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.91,0.237,-0.737,260.377,-0.073,0.075,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.94,0.247,-0.766,284.832,-0.075,0.038,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.96,0.252,-0.784,313.598,-0.082,0.044,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M24,A_LU(phi),1.9,0.244,-0.843,333.459,-0.566,0.227,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.92,0.242,-1.404,17.584,0.154,0.08,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.95,0.25,-1.278,46.569,0.099,0.047,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.94,0.249,-1.27,71.056,0.066,0.067,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.96,0.251,-1.328,101.088,-0.024,0.179,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),2.0,0.259,-1.325,133.84,-0.254,0.304,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.88,0.242,-1.296,167.962,0.219,0.241,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.9,0.246,-1.349,195.709,-0.542,0.328,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),2.08,0.272,-1.344,219.902,0.0,0.307,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.94,0.249,-1.34,258.3,-0.035,0.122,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.96,0.248,-1.217,287.422,-0.034,0.063,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.97,0.252,-1.271,314.717,-0.068,0.052,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M25,A_LU(phi),1.92,0.244,-1.388,341.913,0.075,0.078,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.27,0.266,-0.144,18.904,-0.194,0.188,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.2,0.254,-0.149,44.497,0.052,0.102,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.12,0.241,-0.155,74.692,0.07,0.085,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.15,0.245,-0.16,103.012,0.174,0.075,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.1,0.237,-0.159,134.717,0.0,0.104,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.1,0.24,-0.162,164.474,-0.121,0.131,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.11,0.239,-0.161,195.615,-0.131,0.087,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.13,0.243,-0.155,225.885,0.082,0.089,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.15,0.244,-0.158,256.36,-0.118,0.078,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.15,0.246,-0.152,282.903,-0.061,0.088,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.22,0.257,-0.154,313.922,-0.102,0.108,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M26,A_LU(phi),2.26,0.263,-0.141,340.957,0.122,0.206,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M27,A_LU(phi),2.38,0.287,-0.279,20.451,0.0,0.294,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M27,A_LU(phi),2.23,0.259,-0.3,48.472,0.052,0.075,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M27,A_LU(phi),2.21,0.254,-0.3,76.527,0.02,0.047,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M27,A_LU(phi),2.19,0.25,-0.296,103.707,0.044,0.042,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M27,A_LU(phi),2.16,0.245,-0.302,134.169,0.027,0.059,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
